226745	266007	273319	253505	e	68710	303183	528220	9166	92909	74483	222348	243643	281763	10577	136636	40486	30891	290831	225587	319813	298810	185132	34274	225818	290833	e	63790	83274	73715	e	44616	51494	90741	163484	199770	111614	13114	101645	e	136455	e	7565	114542	e	79546	96675	146744	251396	288534	317401	e	e	291560	e	194781	143938	278153	e	19069	73413	302788	124606	84525	70626	121085	51349	187888	179814	89580	102842	249278	36674	312945	222101	76479	149365	88203	e	64388	195621	109002	293604	296930	185206	277400	105242	46349	170274	260153	202983	133727	152263	121469	197554	e	e	158757	42327	144493
275126	5511	182772	225418	111866	104486	69396	e	271677	49868	143283	153319	e	294357	e	232542	256520	243559	86441	294031	56141	e	269203	e	177063	131522	e	208401	107918	16380	277399	15549	234	165572	178336	179864	e	e	164519	154499	155887	306686	13669	e	272606	104557	71909	315689	193329	338045	169244	93345	148687	154549	56100	311309	213737	228752	253347	102935	195919	293606	226710	297441	82257	138285	131660	8456	269087	176339	e	190890	225440	e	243651	e	87305	272267	314856	254180	290528	6167	136437	42360	149745	242949	133598	146554	139820	e	e	309145	114103	41864	264451	162277	58372	126074	123482	148241
e	106830	308502	304811	e	192377	241117	e	93995	45343	19096	296486	176242	212170	300590	144364	187077	216059	78783	225887	252247	42244	218233	247051	e	317868	22103	63714	293151	178683	307118	191213	122361	295977	110601	44693	121982	178184	158823	189561	e	214617	319942	22501	264544	127376	290789	97499	277069	122266	37782	93934	80394	196879	65215	282206	37426	e	305501	45321	e	270410	69677	6566	319122	211596	206207	300077	241178	253068	226076	164651	6895	206112	97991	79308	188563	198664	e	140633	e	17001	279967	e	e	317477	67252	10210	77301	e	131330	-42568	e	158388	89801	78527	23524	e	275990	284590
135090	112364	40714	296217	278424	68740	115795	117617	49645	297767	140249	77367	e	e	135118	203025	216192	265580	102797	144790	15956	10342	43663	139669	309524	277290	192877	140547	75497	188780	117572	187240	127392	e	223314	219611	164608	9569	72186	257168	133936	117800	155559	172352	278906	282802	21900	120611	122976	126638	e	165685	42547	231221	151816	319393	e	86048	58697	245662	e	108216	238586	297183	264473	e	187014	e	247322	59775	e	227934	e	257091	135143	298976	103744	165217	e	e	295365	243282	177234	103637	300763	14555	5792	252090	182047	13378	72797	31458	279802	21476	e	133434	25529	32842	19944	37330
19861	293871	175003	e	90530	315292	e	162770	75250	e	212411	294900	43261	60575	147465	210662	272694	102160	e	179587	259980	214550	16803	57129	90349	306000	261088	291023	92714	125698	164435	194042	261881	197524	99009	e	289789	9840	84834	44866	308776	286458	294052	87011	252399	e	282286	102712	86623	269600	196775	47616	314818	12539	e	143187	228093	270840	308754	94476	27361	e	173526	84621	207595	169203	137270	240877	170041	e	e	209259	187889	288201	112407	153670	13934	201716	1766	64706	198026	98213	48322	59268	131173	36713	e	e	233034	e	207638	95199	178156	27366	e	e	6219	220542	269487	280110
61182	30535	188118	158394	276407	60633	15022	230835	257611	177760	276878	14978	10789	157830	83411	112138	116842	9202	292382	63209	79514	55883	69135	85620	216318	197109	65784	57288	e	8678	10135	86988	61325	e	309012	42030	216637	72684	314765	217262	53833	174309	162676	141451	e	e	132187	182129	154962	e	142721	62628	184810	257149	318287	49240	32917	272799	306768	185329	263118	315960	e	241610	122355	203463	132185	106849	201353	75427	37676	e	198791	198569	e	243521	234351	270225	96354	183148	161996	221600	45200	208994	162616	e	43328	49538	252115	65727	101436	83411	264096	e	258302	245486	312172	88065	44660	185354
3566	145548	229001	300360	293747	313635	10174	279556	309647	23019	261398	168676	213320	e	237291	85693	135840	86374	150403	290134	211018	308383	e	225733	257035	310840	117754	e	156691	e	96891	86367	e	239451	20804	298241	157421	33937	e	e	279109	176022	2185	266951	7770	90295	218041	275027	285211	30117	293694	185269	261061	107145	e	e	99144	298817	235163	101990	192066	1173	47787	318538	31180	293408	172318	25169	111834	120647	e	138798	26846	127786	50501	281262	230553	41692	258715	189008	108636	137018	e	e	298488	e	169574	26126	216102	261474	247969	237291	299549	e	88018	277637	308096	253415	311983	53832
87581	222207	65849	238972	179057	191768	104163	457837	e	231485	41554	268351	186886	278667	e	198982	242650	e	195190	132575	e	301292	27232	e	231751	115260	317208	55184	116112	8579	86806	161378	105567	278130	91540	51145	216128	3637	33145	77749	8286	210908	242613	256541	205115	222182	260792	e	282022	149916	115529	21490	12930	63137	69034	11343	300416	296964	219797	142518	181713	43139	87763	72373	216575	145462	119881	33654	102830	46325	313665	87849	161954	e	296707	125797	200636	295901	e	96776	127043	264427	191442	313737	232384	e	127370	136897	150202	272573	122019	317956	215403	48687	78902	297325	103025	83962	267595	2619
164774	48594	257127	e	e	e	51743	277801	269663	192268	42949	13594	77431	268238	134274	44830	299137	290645	221980	76170	12841	157845	e	275013	e	187738	34069	241346	71467	251301	58496	190222	17812	136998	217573	e	187807	170499	297225	218398	205974	167533	162758	206831	11345	58566	e	274036	194260	230650	e	131819	73211	283200	168146	e	276745	114840	283109	113349	276995	150117	136490	e	197187	149733	e	e	e	60720	46473	226187	165961	110581	e	279756	306814	169276	11831	34353	206803	e	92158	53749	119234	239533	288467	277058	174890	58009	222101	85987	37439	146962	100060	22050	256122	25578	32709	e
e	e	39532	278713	257989	176883	170111	532796	177396	196524	111440	188933	78191	212981	e	e	13626	e	184772	253338	e	216604	195914	155665	301173	213271	118747	10953	118614	102599	33863	e	79996	e	84015	e	186840	293069	104015	30179	e	e	74022	315317	137733	e	109347	232751	52146	67890	172320	254515	234038	261144	262743	13607	e	54859	91517	68348	299599	131099	247578	179485	319316	82578	287663	306937	e	42218	22935	e	21943	e	123966	266984	30984	127603	34456	164835	123216	17947	233818	59839	52630	36466	199744	272688	e	222938	86197	160459	300448	187533	e	132641	e	e	246491	294187
239727	133914	261909	245757	186492	47240	108552	272682	e	225193	235616	176060	168571	151725	92853	28586	e	57681	85579	9319	260915	224956	20279	165334	31568	e	277065	e	5756	263484	e	129224	21448	172966	e	172574	152227	175149	11795	90475	131497	238907	e	241030	293100	253208	e	60094	235017	3649	278818	304803	3931	99527	63295	269238	107412	180317	84252	131728	234928	139870	e	317994	64166	214749	24970	236575	e	131228	88808	55151	277561	200946	77299	e	e	e	239509	69874	180860	255733	166129	4372	e	2340	269685	105527	151849	160515	223137	23491	155523	11287	79620	237104	113244	115567	19267	97002
e	183068	111770	e	144919	27311	107379	159538	144349	277150	e	17697	e	196260	109358	106060	299491	e	9624	4632	66194	e	165310	243206	8848	20229	279981	299461	105714	e	256531	177283	317732	134077	285125	7889	217960	116109	268554	166543	27304	134219	e	e	250418	23271	e	123001	314514	246876	216675	220035	50090	79562	185085	e	1148	e	33892	e	34720	228238	97696	213045	318645	199881	e	e	239067	273983	164166	256215	243022	227656	17838	299854	69116	88666	164081	e	111159	104114	153631	266527	199236	28167	33828	233024	257296	159538	148394	52973	e	263843	216236	287442	281549	203255	e	e
166965	e	31375	210948	319882	254379	229566	227102	143586	121129	148826	62610	239390	262348	17710	97498	239924	173782	112030	167562	21061	21652	174852	26830	208586	193385	284902	286475	2241	108316	67355	1236	313764	109202	65472	50259	200405	212891	197135	108528	281016	13252	269645	266573	261572	14973	211102	66016	36576	e	116148	261045	260185	310847	203459	20422	231714	262646	e	251554	152521	305355	272350	e	316343	219901	32017	131729	270628	e	296558	36598	174723	200084	42836	291162	e	39958	e	e	e	19571	148694	8243	37101	104435	23696	190735	17143	227102	124247	17710	101584	96524	199592	65318	18188	76627	99886	55128
9691	153974	e	2173	176939	255181	22698	181916	13571	49718	175592	29743	e	237082	73868	143009	1409	e	204546	52779	238905	4636	259783	276970	232896	e	e	267359	171230	257560	292387	23968	150705	103537	207093	249750	306973	86723	2482	51011	13049	e	298223	128148	238591	279277	136224	e	214301	294341	219360	102352	287447	70112	e	302408	154535	155292	269890	e	122788	198462	286584	52956	295911	233557	217446	e	246316	238722	69572	61080	224589	309205	317774	118014	e	231562	228687	170315	288286	14953	15099	260413	119801	61754	274910	66418	301008	181916	64061	73868	e	30653	309837	103038	39016	172133	234765	e
304054	198834	e	242157	26062	150250	218179	357399	248993	3568	248210	e	291956	191370	294378	218699	226634	283071	44309	284582	e	76264	40086	41996	215229	73027	e	129547	e	189658	295682	108925	22544	e	45300	e	97613	136909	221152	253408	e	52178	e	106214	14493	126081	257592	33916	85496	14008	e	81032	22711	257948	26340	148264	13005	182434	316287	50033	132674	198180	221749	276536	289071	36929	e	e	e	282539	303757	219149	232442	301042	e	234940	24197	21961	223016	283378	116022	e	278217	90482	131606	e	21228	e	42783	250084	194515	-80013	164050	51866	230746	84001	29338	145079	135513	313735
159980	199359	290138	258450	88779	303254	319630	221798	e	7368	243500	e	e	239411	5102	e	272769	e	e	209469	8247	300381	290488	e	230324	200	215514	62680	182336	101488	e	281870	35308	4035	215944	42727	300160	196033	268067	e	18335	e	169063	296313	108906	8561	259137	e	132101	e	e	217737	220245	162195	315109	136229	293586	153594	180742	e	37481	157889	38367	e	252389	297994	176165	e	109966	160774	143677	283787	e	266181	78545	228795	216523	e	125736	e	286566	e	273172	e	94037	50979	87231	e	311965	221798	200885	31759	e	35540	266229	114398	e	207626	61467	191863
274393	172800	205621	152826	69363	253263	100251	236808	15109	2735	e	204455	21298	e	117292	310492	193036	137025	156706	248813	233358	70753	193473	49186	e	265774	133998	e	e	207580	284796	247910	149660	63311	146158	222707	310131	243865	e	197415	e	253570	132228	188456	79196	228895	e	22017	112783	318063	211541	205877	166737	162948	81905	e	287875	27580	e	22797	206856	153714	e	289592	173292	62014	301468	117674	47422	225855	255698	77485	164999	234626	257321	88088	e	266135	316445	2118	214465	e	220056	123026	105452	71311	e	267589	90340	46318	290999	141389	210802	286839	198375	103914	27573	33867	60083	e
58801	28239	e	e	217378	240998	199337	192185	103484	44709	199036	228243	295547	254949	182121	291498	100926	282608	145482	5996	272395	304932	239004	111368	77347	154343	231939	32017	30008	51411	215772	135191	18197	225072	154579	245477	41980	25565	198020	249840	284550	e	72586	308801	195187	195099	184344	118094	18619	e	183859	314555	266797	86037	281549	14407	197601	242296	122147	195135	75676	304703	185104	173772	119177	62369	242177	71611	36356	142892	e	28061	155949	172594	43280	139296	85669	91882	194664	78053	110107	48058	134393	83963	50988	e	217181	77547	236733	71183	85051	-112688	152516	106581	188944	29565	155224	e	193415	187981
96856	306001	268208	318686	83248	260923	108204	275062	71907	319109	313992	224808	79419	174308	249245	314186	e	187418	141517	138154	e	108469	46192	90674	99213	318422	107775	31033	e	68649	e	264505	147234	190701	29391	115741	275995	134233	307072	e	218804	173302	252202	165720	259192	291503	184042	32348	266393	272709	292225	17306	17218	e	e	284686	135420	219475	e	237619	27436	99095	151460	312022	e	257971	33391	58467	e	157428	243185	242457	102660	190471	203019	60537	196252	22293	64061	179432	e	133760	183915	268616	215584	251211	55681	106994	e	109040	257497	-33850	e	220529	e	109778	103382	100679	64366	179886
24226	227181	31083	240048	110788	308704	283166	269917	240852	111905	258831	319332	22737	93118	143159	103463	307945	36079	e	218506	140779	59629	212369	252224	274901	19587	e	83027	16903	90530	201893	226287	e	128943	46511	57618	67853	187319	206054	210404	304927	304381	205315	e	e	e	49869	177687	122487	231172	e	215506	185659	278624	281038	299004	209274	211779	e	14961	e	150927	63004	178365	87484	e	154298	4090	250723	304627	33899	304325	230226	91646	182973	108479	91014	195498	e	262812	310048	268192	74608	104635	205310	149844	278263	e	210847	269917	103011	19863	111288	303821	62401	137137	e	e	83844	217640
e	307172	187510	120744	122072	278076	128533	151499	119454	287147	69401	183363	183413	54099	247910	123346	64589	172113	6750	23840	268163	e	4569	112182	5014	167079	222825	222493	212302	72371	115425	90504	40986	156611	211689	260135	304292	125768	81217	211257	156056	208434	253190	e	e	319600	275724	212570	190659	173911	39220	42965	310136	159834	288730	104869	48228	191534	e	39220	264677	221914	100439	e	192525	268586	85999	e	237399	49262	230364	273186	125033	229557	268017	279112	82655	78099	114640	e	139055	283482	e	126587	150189	242667	240057	278002	e	34284	79030	-69449	205237	36376	80898	75921	92788	307348	220889	256778
106940	194977	46708	222636	e	34662	248984	265913	203634	222620	193472	261410	114968	58760	224762	199774	197868	180305	67624	291597	219438	171470	39742	151029	112798	170203	274178	285467	5430	21003	97109	216865	80262	59774	e	34345	181559	293315	29345	75059	272281	258641	101061	217184	174046	225162	3304	e	29287	311401	e	e	240389	301486	140664	e	255786	90690	38136	124022	166135	142143	195762	175446	e	184114	165103	212431	153036	e	135073	89866	e	84890	12974	300171	55341	65208	259481	148304	237517	245738	45149	31054	239077	111460	46594	e	e	e	201526	-147906	267110	72041	90108	190934	86961	70783	52890	87609
236247	188253	120819	233993	245088	226462	46359	275341	214491	101950	290290	e	305341	168717	51799	234146	e	258635	275363	87886	240326	124392	165296	56103	262754	107671	e	49867	181997	249042	227016	155174	119401	181058	170557	263230	63126	e	297997	192819	177951	292691	125268	135175	258038	12474	190295	81605	59634	e	27681	291669	241572	15229	121228	1677	310673	177588	257775	149461	265767	122220	179613	e	8191	115855	e	17641	142221	305385	159001	79717	69664	93193	216483	77654	237716	169635	183308	16224	49693	116605	99683	89784	268477	81122	34432	319634	290002	121290	188474	-11841	2091	e	12593	145024	209276	e	93091	77264
71831	277418	e	238177	153947	41156	23534	296255	56160	55067	e	73838	253447	279076	318137	56671	252320	220141	97445	309755	e	272584	199860	43217	241895	43274	2347	98914	e	e	e	33529	91116	5908	213431	e	104068	211102	e	114164	240365	205209	298998	159227	237602	195164	125280	34503	e	115032	124293	161719	258822	249713	72895	118019	155841	284819	e	317180	219122	199414	230182	263878	e	205346	49917	117737	154036	1620	308430	238286	70769	91118	77293	287410	79049	190217	107219	e	7878	219044	60469	103193	277143	73455	215774	303996	231496	e	80270	-149856	293245	211981	260656	101337	209070	181486	16438	225634
289282	307067	287460	79094	183851	53390	e	314939	e	82221	84163	189947	8432	e	299101	272220	302777	317008	e	189486	75072	4520	226440	e	43529	176225	128281	215753	e	58872	172184	238850	7393	242343	95298	e	297091	256706	279364	228200	e	77511	93918	180366	22977	15644	34843	112156	283872	47823	169192	140472	186781	56414	212284	73836	295410	205022	251979	89313	96311	e	10843	40491	299098	120978	82123	34416	181357	239823	82511	e	249104	127496	288999	295280	164237	223446	233673	290928	299109	103803	115739	139814	87096	e	e	282823	311085	144045	e	-79155	81781	87406	157365	e	31201	200260	112669	81946
287121	227495	57279	187860	218812	263253	66703	206592	310221	e	255592	141745	49370	223483	175650	136558	197529	e	35182	17221	e	316205	e	87722	300230	223102	166954	232161	297750	128018	266447	6003	255669	252240	11511	88454	27547	311441	13294	297406	282050	29875	e	310520	228738	119622	175108	278132	91160	49936	207901	e	243820	e	241469	277471	40142	252522	178440	96036	161187	107753	183009	e	10021	82075	299545	e	286555	e	301708	10991	234144	273500	95372	75913	179292	303704	e	243599	238244	147156	60482	258878	8714	211224	143391	35646	112383	206592	121109	-87146	180878	38303	178486	239681	104274	196788	55935	316114
271740	92610	310846	15049	58847	60922	178416	285685	162080	178761	122517	e	99727	98934	42383	108193	38057	e	122084	92619	257254	119539	185393	233627	292372	159031	54477	138923	64973	215887	15079	e	188690	33776	207883	59089	38930	208290	28380	44320	190076	242470	192940	284229	181184	171397	73162	130586	195282	73704	217874	205139	133382	211038	127038	e	213987	233859	59521	161245	e	156072	269974	147214	e	130859	95139	144961	192209	62696	304752	224453	33188	177365	261644	e	147746	247483	274906	84880	236606	128967	213256	105670	e	172367	198216	e	254904	254651	216137	253940	223607	271042	286622	261071	49106	282026	8694	103464
156732	64803	298614	301275	293159	259780	e	378402	158944	258474	e	175259	286613	302611	e	81734	276692	238544	90402	82085	242131	35662	e	245743	93935	e	126225	18185	139067	233438	89669	259789	225095	138688	e	240099	73938	181038	95565	e	217333	184991	214854	46549	48686	279048	91902	153748	e	144059	46858	310029	298096	141706	e	304409	141984	199986	317125	301660	81667	70651	297956	e	e	e	260089	269690	257173	e	75093	206229	e	228047	e	115527	e	e	289062	46817	278981	e	223160	32075	188094	18657	22480	45392	227289	83533	123714	113327	61448	89247	28656	158053	262313	107515	173423	245189
92097	236974	242511	30812	e	7272	168701	386304	78651	e	e	e	118805	90784	219313	171540	191510	e	60038	124947	e	175174	120656	114415	e	e	79857	32398	514	e	155026	278013	185565	61623	150651	181507	197635	7508	23656	136489	205284	288714	32868	244984	169931	49096	e	130742	149131	197813	e	246662	e	e	292242	77694	116293	222889	244896	38243	198255	139648	145311	17584	e	38167	19344	136052	e	214555	60161	126280	142386	209028	200105	142221	e	109149	203455	319275	254374	198808	297774	226300	262651	209418	92745	183524	48310	289073	177785	-129848	e	129356	e	256646	119906	173088	65488	201697
76508	41700	e	28591	283069	285369	101967	328029	66288	110979	265549	e	e	48959	91609	e	278048	277018	e	289164	104566	251619	107869	238318	216876	147296	55525	17370	203663	178314	93215	187683	61854	59319	e	27416	288126	158317	196315	171453	71839	249541	51895	46158	e	147486	22706	e	187497	295367	e	136182	236199	271392	300832	12129	70822	256002	221755	78081	248390	e	263368	249842	202876	158853	195947	15660	245199	126323	75013	207008	162949	220618	253125	e	91978	115327	e	229815	e	e	252204	e	151669	64690	e	e	18353	138608	138911	162437	158286	102088	26487	e	25891	16109	214514	90457
98590	71755	147615	247022	201249	e	316546	190619	26542	132445	e	311731	e	103181	240212	206582	201997	186575	33869	288256	167154	e	169928	301968	54980	253598	101590	67078	178703	276192	e	250109	228987	174730	168837	227215	237691	83373	197004	148996	e	203236	246576	105395	e	165878	143481	76455	272359	186376	49119	231463	31196	173948	165072	112712	48322	65817	227154	8276	e	289627	81948	261778	e	79876	214240	87362	270116	e	114826	199709	89762	99488	271053	e	125084	164572	245552	223682	231711	43761	313077	34480	193752	e	239178	150875	159674	190619	201690	-148153	224909	284928	85906	e	49687	e	277361	300093
165804	97139	143292	103063	38148	197003	101665	40403	172791	266771	12339	234918	229596	21903	43841	283668	63897	141467	224358	259139	141077	e	269889	210435	95425	94964	107586	171000	261968	315894	110623	302362	11075	e	54909	214921	215298	132574	e	90919	e	142417	61646	100954	67898	21165	222467	43597	151823	11094	215750	313963	253908	157762	59359	209728	194740	43498	287421	193109	7503	137053	75885	247210	e	37308	e	90412	306987	79375	44	83296	217249	52659	275831	134217	200462	114836	213771	209667	49516	290242	230143	e	79017	266451	201501	76794	172216	15772	159836	146701	231761	29690	170213	316144	77383	e	227626	2010
44442	e	255581	240227	e	39303	140734	448600	282329	59774	212591	e	e	81816	181323	34951	216012	e	314036	219297	15665	14272	303324	60757	110711	262060	42169	117949	e	105953	12456	117555	251238	e	e	223844	e	14637	e	202832	e	143413	32266	297281	259803	305428	163182	163090	124176	e	216476	230747	6136	240662	169986	158185	49698	79707	28518	156306	27095	292748	172431	210899	119988	e	276363	e	115963	38639	199114	134346	72827	77670	122404	71467	218586	33016	263080	5375	e	19017	311260	230747	56220	166521	e	6235	314820	276456	242194	-54635	217196	249405	195460	76175	87893	e	283050	315745
266348	134196	e	95967	224964	162241	78147	246038	167240	197221	195771	109593	281622	278632	9717	183809	26192	161782	270428	89537	236492	272731	1473	181839	281078	108854	170543	187188	30021	e	25301	311521	e	95484	197509	118905	212974	188491	166376	181874	233131	1615	184503	263019	e	162199	e	168134	263395	e	258902	288236	16276	112093	183247	157242	e	288177	189253	292396	30472	e	98997	183562	e	156391	25402	280605	95447	71357	63666	258724	8408	100747	179278	34676	179763	103640	6227	81157	261176	81971	288139	149904	216624	137189	53428	291068	245490	e	164786	14322	197443	238962	201704	e	80724	308653	e	301044
91516	e	174829	174231	169872	130756	62537	242773	21056	127787	e	e	26359	28345	203090	191798	249588	110844	84082	253016	118707	98818	280144	6121	e	269195	291641	148367	235415	31507	e	164514	218361	160895	275766	286356	164127	32999	21362	208048	e	175827	99055	41257	163260	14279	191812	2115	301547	e	e	55127	249887	136131	e	160957	125554	209618	66376	208019	26925	92243	80243	220876	243474	124385	58899	276594	99759	177661	285550	135155	e	e	77490	274119	149286	161381	215434	198292	112467	13339	161072	152909	210720	97347	4264	168529	270443	242773	e	-105228	224723	221295	300344	188687	234145	316006	e	56372
223154	193023	e	164171	225226	7029	115744	261845	198840	218390	284812	189749	286000	245793	23178	234728	231680	286224	51431	179867	291015	149234	24459	6048	294207	97948	e	e	76812	148358	299701	83546	28679	261288	146928	136911	113600	160501	13537	167211	268475	71990	e	27148	32915	315114	33049	20926	99453	164796	247064	5868	e	251423	232190	139141	11716	271101	296133	106329	75050	132878	215373	263814	11734	133895	5069	226946	267765	222138	116352	260366	151023	255491	245844	50306	19414	e	195482	293894	e	62716	982	192508	275393	125677	221087	e	313567	177491	e	23178	69936	297061	116816	192578	291495	59619	198730	272092
e	76166	136599	229273	25735	305998	158243	119545	211036	197835	110696	12030	e	291438	e	205580	166561	19254	47517	e	176338	e	38038	177452	20976	95182	88469	172383	208446	e	95363	66766	e	e	140448	132360	275758	e	10838	259023	232006	241667	199746	107600	e	258702	254432	315989	48308	312741	e	259423	e	e	e	88025	72254	73808	16624	e	277030	142965	245749	164826	81921	90367	169684	106580	15338	262888	107907	173990	95751	148794	22999	264753	251368	170532	259235	195736	5957	23898	113416	285122	144675	141662	64720	211280	184941	30551	170029	68222	58351	297075	97772	17431	247744	319623	e	319201
e	111339	310386	90068	84416	244347	119134	495745	107166	188593	90513	181780	27883	25023	171163	129508	293523	237453	284964	127651	93333	234169	18412	309792	209898	101896	275057	123242	e	100908	180620	6452	87354	59438	e	e	83743	9174	62002	181310	189775	13859	79605	317042	60281	310854	248866	310267	77664	181768	231283	e	105814	105801	105288	5606	309621	115643	25976	192148	129497	93374	61777	211915	271370	32740	185215	48515	e	221288	20611	17742	71098	298693	254534	130785	85695	191339	296992	167994	151591	72166	9647	30239	279275	204511	221227	177819	146948	247095	90225	171163	e	196188	e	182969	240793	60227	103406	217147
40824	214996	284971	e	112244	189644	237001	411434	202297	313897	314316	227562	258961	926	e	27752	151854	5378	e	e	263908	256641	41237	219725	151763	205989	e	48310	277768	4969	286424	e	e	128229	216677	57030	65204	33958	234775	291923	273067	236686	134052	308381	54477	81960	160402	54068	54679	85575	179742	263521	e	113027	195113	173322	e	248062	59906	21608	38520	227101	33189	209518	256186	287995	193984	39226	19537	24757	143300	76045	13162	98101	22570	e	87035	172416	290268	e	221942	94193	58523	264284	144817	318881	296518	288970	e	278762	e	233794	19497	179834	217929	93770	276996	235672	11476	195451
19061	e	63631	244789	253308	246629	310455	478662	126361	20029	161616	176600	302712	219155	26990	11073	237002	e	102053	257198	8988	284749	23197	5524	169823	249115	271812	312523	e	131251	e	164102	10990	120922	217780	96801	54954	178581	261575	39699	96136	101280	285475	112479	253841	319205	288170	e	2228	314684	194991	201277	e	145415	75240	183030	46545	292721	84952	274632	70760	77222	293964	299174	45076	282614	252589	188706	13976	133416	102377	e	e	264475	141207	106243	e	187175	301055	e	272444	23251	6505	e	118221	e	52182	72252	248991	165959	53719	168970	305992	e	270989	173728	183598	249192	44697	e
249310	284228	125983	137554	266155	249778	22833	187360	247010	e	237918	156221	83254	312927	34285	164138	234464	92986	243289	313506	288260	277159	84994	143092	172484	212528	96486	125637	122187	297139	289843	39188	250280	301748	48892	e	297700	137474	33236	298909	154186	138096	e	138208	22733	305822	66492	160542	98164	70411	e	8331	36875	8400	101413	98147	281208	249011	25304	58895	5140	307943	212318	208005	222698	103855	65294	188833	133085	295548	136707	32708	e	e	179689	165207	177997	17907	250338	e	136735	53354	9611	147171	50841	189614	165401	301300	198516	97168	203852	137719	248533	288847	258040	17550	64665	199057	9174	94651
e	238403	140133	76538	298271	59622	195952	515278	163202	194957	306692	218213	78565	e	108813	68861	164635	122207	e	e	41627	225872	68334	35450	e	167006	310583	e	15938	247918	164243	282248	62840	e	e	87756	205057	200245	300197	58248	e	27532	e	278623	e	e	e	302195	160542	114500	210448	236658	58761	249310	68109	133540	53767	e	211093	2359	58732	81266	266045	252976	153745	e	169994	155968	188561	252852	285703	246631	251054	42997	39988	113147	134246	e	180962	103949	298742	17528	182739	146586	123987	77264	313924	109777	233700	307740	213900	-31065	e	222732	278101	21999	23674	180636	e	12886
4580	282199	102045	75376	14542	116536	181757	297100	251612	109031	296640	e	5712	290259	e	245629	7218	29413	81758	41506	e	e	e	85704	257639	45671	58136	151810	27214	230726	e	129123	7648	35522	296597	301250	139162	e	178032	72823	262286	233579	121998	134881	26572	e	234088	233957	289855	46967	e	e	212628	135478	127623	31364	e	59895	172737	269108	177470	78632	182801	9126	33336	e	7567	52125	134146	e	109	207713	115928	262594	267267	120409	e	120745	e	109427	e	65813	248324	e	e	271288	288763	e	144294	297100	29362	43640	226426	274426	310102	38588	e	245175	39468	281023
4426	10057	179374	e	292519	264562	169216	30627	269734	238946	110745	131247	128595	273235	53936	249566	180733	e	280622	e	60925	170038	234912	302623	38777	183254	19815	45099	209865	40307	302902	218660	e	37631	e	e	189932	117506	188117	e	307983	306941	39911	183574	139485	64578	e	182955	99215	168683	73002	e	113128	138525	46070	44355	101877	153863	311079	270537	225431	317688	309833	e	e	273046	36562	282364	e	88291	139837	e	162654	253244	247953	e	290535	e	231950	252756	28101	122204	126458	29130	e	219938	223130	110532	306721	8709	37874	241535	171832	36721	24308	290925	e	10009	241936	177252
317850	288103	197436	316837	72852	63900	252520	458235	152254	e	260492	308814	229883	49197	103639	e	123625	125583	e	169722	255311	14201	53019	88927	126061	254768	139841	58889	78783	150626	157828	43771	16148	150964	257889	32942	61559	e	290765	22897	266081	221840	142234	19482	205759	4997	236323	211212	96822	313617	e	272015	e	e	17047	e	89629	222699	70181	101046	292382	245483	62678	46315	e	153839	e	83552	196849	91817	255360	182762	300184	74810	150921	309961	213105	e	301	84140	149341	e	144462	e	55970	e	122333	254550	251221	290704	219527	103639	259113	250457	251851	163908	74315	e	68558	121994
e	151053	e	144243	e	143697	262178	148793	175340	58400	275964	e	188349	147879	62774	e	284556	e	285425	53031	30841	e	275467	e	235440	52627	132286	108212	82421	241385	21993	76704	44915	235276	51282	299927	130829	239374	5985	306205	261849	23907	85395	129007	192812	30410	218180	91886	77222	195063	53300	80772	179751	250778	114451	304836	35195	125360	139860	129449	265769	232418	111276	70598	e	67229	284611	247740	e	83327	314013	210155	9615	175373	64359	221472	e	158316	106436	186327	105304	62516	21844	47859	316644	e	277577	215535	210520	148793	266590	-21107	134864	126999	56235	280166	162984	241716	265313	7469
e	160001	262207	e	205884	81606	32306	120665	64176	259283	156458	222337	31692	96315	271084	17032	138198	186834	59083	216249	219811	259009	310287	217149	241158	144740	277885	271190	228874	43567	287957	65635	126610	283932	e	105818	107071	63390	27927	e	312069	284827	15197	307727	e	e	191348	e	303257	e	141515	45321	163942	1928	81509	298686	183163	285234	148395	192687	236224	110214	110830	310047	131968	317748	247426	223648	280926	e	5316	135172	e	140653	e	224320	182556	206881	319503	e	54415	e	190709	237336	93736	193948	95925	e	48244	120665	154041	-179212	113427	49175	207491	e	e	258192	92313	28993
e	176281	e	237311	23072	295699	254125	294755	22162	e	302956	247779	34605	40275	179789	e	315578	105709	e	246090	297352	266137	192233	171288	214443	144419	296077	287823	249121	74868	e	75041	54527	305981	223843	196219	e	178258	214264	172918	278747	46281	214834	153176	12443	223938	297869	e	302774	e	254587	e	289329	e	252854	98242	286141	115701	26399	e	128891	30738	165148	271464	299958	67638	300508	220319	35342	99713	278701	126036	51955	e	87777	221855	189984	146188	107918	51763	241363	196074	282372	296086	e	e	235057	311491	37437	292219	44362	179789	288008	e	244103	e	191169	277579	287514	161237
